Date,HiveID,ZipCode,BeeCount,BroodCount,HoneyCount
2014-08-19,212,02138,62,30,30
2019-05-22,2177,02171,62,14,14
2019-09-02,410,02357,62,16,30
2012-05-31,33,02118,60,48,24
2012-06-27,73,02666,60,36,24
2012-06-27,76,02666,60,26,14
2012-07-02,35,02186,60,22,22
2012-07-15,36,,60,20,5
2012-07-15,71,02666,60,,
2012-07-15,72,02666,60,,
2012-07-15,75,02666,60,,
2012-07-25,47,02116,60,28,32
2012-07-25,91,02540,60,36,29
2012-08-01,65,02115,60,15,32
2012-08-01,30,02116,60,16,32
2012-08-04,66,02130,60,30,2
2012-08-10,48,02116,60,,
2012-08-14,39,02420,60,16,9
2012-08-14,40,02420,60,,
2012-08-15,56,02537,60,16,10
2012-08-17,47,02116,60,20,10
2012-08-20,36,,60,,20
2012-08-20,92,02666,60,2,12
2012-08-22,104,02138,60,,20
2012-08-28,84,02445,60,14,20
2012-08-29,91,02540,60,46,6
2012-08-31,87,02657,60,,20
2012-08-31,36,,60,,20
2012-09-06,104,02138,60,10,20
2012-09-07,63,01879,60,20,20
2012-09-07,62,01879,60,15,2
2012-09-15,92,02666,60,18,28
2012-09-16,43,02657,60,7,9
2012-10-12,41,02748,60,11,10
2013-05-08,36,,60,25,6
2013-06-05,69,02657,60,35,38
2013-06-24,125,02465,60,26,10
2013-06-28,104,02138,60,?,60
2013-07-10,145,02119,60,10,15
2013-07-12,175,02124,60,?,8
2013-07-13,73,02666,60,10,7
2013-07-14,36,,60,25,6
2013-07-14,87,02657,60,0,20
2013-07-22,46,02138,60,?,?
2013-08-05,38,02052,60,12,5
2013-08-05,45,02144,60,8,3
2013-08-07,104,02138,60,3,6
2013-08-07,61,02138,60,6,12
2013-08-07,28,02139,60,4,8
2013-08-10,69,02657,60,5,8
2013-08-14,46,02138,60,10,16
2013-08-14,34,02140,60,8,5
2013-08-14,36,,60,20,10
2013-08-15,43,02657,60,18,8
2013-08-27,114,02445,60,40,20
2013-08-27,188,02118,60,7,5
2013-08-30,182,01772,60,18,4
2013-09-02,133,02116,60,,8
2013-09-04,28,02139,60,2,8
2013-09-05,104,02138,60,7,7
2013-09-09,184,02472,60,12,6
2013-09-11,133,02116,60,10,3
2013-09-12,36,,60,,
2013-09-13,123,01949,60,16,2
2014-06-11,287,02138,60,10,14
2014-06-11,287,02138,60,10,14
2014-06-11,94,02144,60,14,8
2014-06-16,83,02130,60,40,20
2014-06-16,89,02152,60,14,9
2014-06-16,112,02152,60,15,15
2014-06-19,58,01778,60,35,25
2014-06-19,125,02465,60,25,20
2014-06-20,89,02152,60,10,8
2014-06-20,184,02472,60,30,25
2014-06-23,130,02116,60,20,16
2014-06-23,131,02116,60,20,16
2014-06-23,132,02116,60,15,15
2014-06-23,133,02116,60,16,14
2014-06-23,182,01772,60,20,16
2014-06-23,319,01772,60,16,10
2014-06-23,342,01772,60,20,16
2014-06-23,48,02116,60,20,10
2014-06-23,47,02116,60,20,10
2014-06-24,184,02472,60,14,16
2014-06-25,89,02152,60,0,20
2014-06-25,222,01742,60,26,10
2014-07-02,177,01890,60,30,30
2014-07-02,89,02152,60,,8
2014-07-08,184,02472,60,3,24
2014-07-11,26,02657,60,10,12
2014-07-11,43,02657,60,12,18
2014-07-11,355,02657,60,10,16
2014-07-11,36,,60,16,20
2014-07-11,397,02633,60,28,10
2014-07-14,94,02144,60,34,22
2014-07-15,176,02138,60,26,34
2014-07-15,287,02138,60,30,30
2014-07-15,352,02360,60,20,20
2014-07-16,40,02420,60,?,?
2014-07-17,120,02766,60,20,20
2014-07-21,233,02125,60,12,22
2014-07-22,131,02116,60,15,20
2014-07-22,132,02116,60,10,30
2014-07-22,133,02116,60,15,25
2014-07-22,280,02210,60,20,10
2014-07-22,281,02210,60,20,10
2014-07-22,282,02210,60,20,10
2014-07-22,283,02210,60,20,10
2014-07-22,130,02116,60,20,25
2014-07-23,350,01949,60,12,26
2014-07-23,67,01930,60,10,26
2014-07-23,245,01930,60,,22
2014-07-23,333,01945,60,?,30
2014-07-24,127,02540,60,12,20
2014-07-29,353,01810,60,12,20
2014-08-01,382,02210,60,40,20
2014-08-02,90,02067,60,10,10
2014-08-04,58,01778,60,30,30
2014-08-04,361,02332,60,12,6
2014-08-04,363,02332,60,10,20
2014-08-11,355,02657,60,10,20
2014-08-11,26,02657,60,18,12
2014-08-11,57,02657,60,10,18
2014-08-11,317,02633,60,10,14
2014-08-12,185,02144,60,14,8
2014-08-12,94,02144,60,10,20
2014-08-12,319,01772,60,10,20
2014-08-19,170,02140,60,24,36
2014-08-19,207,02138,60,30,30
2014-08-19,213,02138,60,30,30
2014-08-20,90,02067,60,25,10
2014-08-20,90,02067,60,25,10
2014-08-20,320,02072,60,20,20
2014-08-20,120,02766,60,35,20
2014-08-22,28,02139,60,10,20
2014-08-22,340,02139,60,10,20
2014-08-22,369,02134,60,10,20
2014-08-22,370,02134,60,10,20
2014-08-22,371,02134,60,10,20
2014-08-22,334,02138,60,10,20
2014-08-22,287,02138,60,10,24
2014-08-22,219,02144,60,10,26
2014-08-25,347,02446,60,,20
2014-08-25,130,02116,60,10,24
2014-08-25,132,02116,60,10,20
2014-08-25,133,02116,60,10,20
2014-08-25,280,02210,60,10,24
2014-08-25,281,02210,60,10,20
2014-08-25,282,02210,60,10,20
2014-08-25,283,02210,60,10,24
2014-08-26,333,01945,60,10,24
2014-08-26,67,01930,60,10,20
2014-08-26,235,02492,60,20,10
2014-08-26,240,01770,60,20,10
2014-08-27,113,02465,60,30,30
2014-08-28,222,01742,60,20,26
2014-09-02,62,01879,60,10,16
2014-09-02,64,01879,60,10,12
2014-09-03,299,02131,60,10,20
2014-09-09,238,02116,60,10,20
2014-09-09,387,02653,60,20,10
2014-09-09,232,02125,60,10,18
2014-09-09,317,02633,60,20,20
2014-09-11,87,02657,60,10,22
2014-09-11,43,02657,60,12,30
2014-09-17,62,01879,60,,
2014-09-17,64,01879,60,,
2014-09-19,309,02118,60,16,30
2014-09-24,192,02118,60,,20
2014-09-27,43,02657,60,15,15
2014-09-27,129,02657,60,,20
2014-09-27,87,02657,60,10,10
2014-09-27,36,,60,10,12
2014-09-27,355,02657,60,10,10
2014-09-29,371,02134,60,10,24
2014-09-29,340,02139,60,10,24
2014-09-29,28,02139,60,10,20
2014-09-29,334,02138,60,10,18
2014-09-29,170,02140,60,10,20
2014-09-29,219,02144,60,10,30
2014-09-29,185,02144,60,10,24
2014-09-30,90,02067,60,10,20
2014-09-30,120,02766,60,10,15
2014-09-30,41,02748,60,10,15
2014-10-02,280,02210,60,10,30
2014-10-02,283,02210,60,10,34
2014-10-03,333,01945,60,10,28
2014-10-03,67,01930,60,10,30
2014-10-04,314,02025,60,15,25
2014-10-07,232,02125,60,,
2014-10-07,233,02125,60,10,30
2014-10-07,33,02118,60,10,30
2014-10-07,89,02152,60,10,30
2014-10-07,112,02152,60,10,40
2014-10-07,188,02118,60,10,30
2014-10-07,309,02118,60,10,30
2014-10-13,128,02540,60,5,30
2014-10-14,62,01879,60,10,24
2014-10-14,63,01879,60,10,24
2014-10-14,64,01879,60,10,24
2014-10-17,350,01949,60,0,30
2014-11-05,475,02535,60,,25
2015-05-20,233,02125,60,40,30
2015-06-11,397,02633,60,40,20
2015-06-11,169,02657,60,,
2015-06-16,319,01772,60,36,20
2015-06-18,233,02125,60,30,30
2015-06-19,364,02332,60,30,24
2015-06-22,418,01810,60,31,15
2015-06-24,415,02021,60,,
2015-06-26,465,02155,60,35,25
2015-06-26,170,02140,60,30,26
2015-06-29,375,01701,60,34,26
2015-06-30,458,01742,60,34,26
2015-07-02,378,02130,60,?,15
2015-07-08,561,02186,60,30,25
2015-07-09,355,02657,60,16,10
2015-07-09,178,02052,60,30,30
2015-07-09,301,02052,60,30,30
2015-07-09,195,02052,60,30,30
2015-07-09,523,,60,30,30
2015-07-09,566,01523,60,35,35
2015-07-14,356,02136,60,36,24
2015-07-15,204,02138,60,30,30
2015-07-15,208,02138,60,30,30
2015-07-15,212,02138,60,30,30
2015-07-15,213,02138,60,30,30
2015-07-22,572,02030,60,30,30
2015-07-27,365,02332,60,30,30
2015-07-27,368,02332,60,38,22
2015-07-27,418,01810,60,10,16
2015-07-29,522,,60,40,60
2015-08-05,679,02445,60,30,30
2015-08-05,320,02072,60,26,18
2015-08-05,360,02445,60,30,30
2015-08-07,458,01742,60,24,24
2015-08-10,410,02357,60,40,30
2015-08-10,379,02038,60,20,30
2015-08-12,356,02136,60,22,26
2015-08-12,49,02116,60,12,24
2015-08-13,520,02050,60,14,18
2015-08-17,378,02130,60,30,30
2015-08-17,316,02465,60,16,22
2015-08-18,195,02052,60,24,36
2015-08-18,523,,60,24,36
2015-08-19,400,02478,60,24,36
2015-08-19,396,02421,60,26,34
2015-08-19,464,02420,60,24,36
2015-08-21,356,02136,60,20,36
2015-08-27,587,01772,60,10,26
2015-08-27,319,01772,60,10,30
2015-08-27,342,01772,60,12,30
2015-08-27,48,02116,60,12,26
2015-08-31,42,02748,60,20,30
2015-08-31,33,02118,60,18,16
2015-09-01,508,02148,60,18,16
2015-09-02,208,02138,60,30,30
2015-09-02,213,02138,60,30,30
2015-09-04,112,02152,60,30,30
2015-09-08,357,01460,60,30,30
2015-09-08,223,01742,60,20,20
2015-09-08,474,01754,60,30,30
2015-09-10,128,02540,60,24,26
2015-09-10,300,02540,60,22,30
2015-09-10,219,02144,60,26,30
2015-09-10,338,02140,60,30,30
2015-09-10,170,02140,60,30,30
2015-09-11,314,02025,60,20,25
2015-09-14,43,02657,60,8,48
2015-09-14,992,02666,60,30,30
2015-09-16,786,02653,60,10,30
2015-09-17,26,02657,60,16,24
2015-09-17,355,02657,60,16,26
2015-09-17,57,02657,60,16,26
2015-10-01,382,02210,60,30,28
2015-10-02,280,02210,60,25,25
2015-10-07,112,02152,60,16,32
2016-04-19,58,01778,60,20,16
2016-05-11,822,01742,60,45,4
2016-05-16,863,01945,60,10,4
2016-05-18,58,01778,60,50,15
2016-05-18,119,02540,60,40,10
2016-06-01,787,02163,60,22,6
2016-06-03,217,02155,60,15,27
2016-06-06,644,02468,60,20,24
2016-06-07,483,02451,60,25,17
2016-06-08,119,02540,60,20,20
2016-06-10,360,02445,60,25,10
2016-06-10,122,02445,60,20,15
2016-06-13,355,02657,60,0,30
2016-06-16,787,02163,60,20,20
2016-06-21,418,01810,60,30,35
2016-06-28,763,02739,60,20,15
2016-06-28,588,01772,60,26,32
2016-06-30,354,02125,60,,
2016-06-30,142,02125,60,20,10
2016-06-30,119,02540,60,10,12
2016-07-01,524,02138,60,30,25
2016-07-01,185,02144,60,15,24
2016-07-01,360,02445,60,20,20
2016-07-01,122,02445,60,25,20
2016-07-06,483,02451,60,22,15
2016-07-07,1005,02474,60,36,17
2016-07-08,1059,02453,60,18,20
2016-07-08,113,02465,60,15,24
2016-07-08,237,02458,60,20,20
2016-07-08,111,02458,60,15,30
2016-07-08,310,02458,60,20,20
2016-07-13,415,02021,60,20,28
2016-07-14,246,02114,60,15,30
2016-07-15,230,02043,60,20,24
2016-07-15,314,02025,60,20,20
2016-07-18,1064,02136,60,28,12
2016-07-21,418,01810,60,4,20
2016-07-21,521,01742,60,20,28
2016-07-21,355,02657,60,24,15
2016-07-21,26,02657,60,22,14
2016-07-21,307,02657,60,24,18
2016-07-21,586,02657,60,16,24
2016-07-25,339,02054,60,15,25
2016-07-25,1291,02492,60,32,25
2016-07-27,597,02138,60,20,12
2016-08-02,47,02116,60,15,25
2016-08-08,355,02657,60,16,20
2016-08-08,1003,02657,60,18,30
2016-08-08,586,02657,60,22,36
2016-08-09,26,02657,60,17,20
2016-08-09,1485,02657,60,17,20
2016-08-10,217,02155,60,16,10
2016-08-10,94,02144,60,14,18
2016-08-10,185,02144,60,12,14
2016-08-10,581,02445,60,21,30
2016-08-10,360,02445,60,26,30
2016-08-11,1378,02138,60,16,12
2016-08-11,464,02420,60,20,28
2016-08-12,339,02054,60,15,16
2016-08-12,318,02030,60,16,12
2016-08-15,521,01742,60,10,30
2016-08-17,415,02021,60,16,18
2016-08-19,790,01940,60,24,16
2016-08-22,520,02050,60,10,20
2016-08-22,67,01930,60,15,20
2016-08-23,437,01742,60,17,30
2016-08-23,1214,01952,60,17,12
2016-08-26,1291,02492,60,30,20
2016-08-30,828,02142,60,14,28
2016-08-30,1082,02109,60,24,20
2016-08-31,588,01772,60,16,12
2016-09-02,651,02199,60,16,20
2016-09-07,418,01810,60,14,20
2016-09-08,412,02568,60,20,8
2016-09-09,790,01940,60,16,20
2016-09-12,426,02493,60,14,20
2016-09-13,521,01742,60,14,24
2016-09-15,362,02332,60,5,12
2016-09-15,366,02332,60,10,20
2016-09-19,1006,02420,60,18,26
2016-09-20,1485,02657,60,18,30
2016-09-21,586,02657,60,18,36
2016-09-21,26,02657,60,12,16
2016-09-29,471,02050,60,18,23
2016-09-29,520,02050,60,15,25
2016-10-04,1575,01742,60,6,20
2016-10-12,418,01810,60,6,25
2016-10-24,586,02657,60,2,38
2017-06-12,112,02152,60,14,18
2017-07-11,989,02650,60,35,25
2017-07-13,454,02176,60,32,25
2017-07-25,992,02666,60,24,16
2017-07-25,129,02657,60,24,16
2017-07-25,87,02657,60,24,18
2017-07-28,991,02445,60,17,20
2017-07-28,569,02445,60,16,20
2017-07-28,679,02445,60,15,15
2017-07-28,680,02445,60,15,14
2017-08-02,402,01930,60,35,18
2017-08-02,112,02152,60,20,18
2017-08-08,989,02650,60,,
2017-08-09,1898,02360,60,25,20
2017-08-10,454,02176,60,28,25
2017-08-21,1737,02134,60,15,17
2017-08-25,2076,01803,60,25,12
2017-08-28,353,01810,60,24,32
2017-08-31,71,02666,60,16,30
2017-09-15,1041,01772,60,16,23
2017-09-15,1758,02116,60,16,25
2017-10-02,129,02657,60,18,18
2017-10-03,87,02657,60,18,24
2017-10-04,454,02176,60,14,30
2017-10-27,679,02445,60,10,30
2017-10-27,991,02445,60,10,30
2018-06-01,415,02021,60,45,15
2018-06-07,824,02122,60,24,18
2018-06-20,290,02465,60,20,25
2018-06-25,121,02474,60,4,18
2018-06-27,1320,02461,60,18,25
2018-07-02,680,02445,60,26,22
2018-07-02,991,02445,60,20,18
2018-07-02,2014,02467,60,26,24
2018-07-02,318,02030,60,22,28
2018-07-02,1089,02763,60,18,40
2018-07-03,811,02657,60,18,14
2018-07-06,1882,02048,60,30,30
2018-07-07,378,02130,60,20,18
2018-07-10,1693,02138,60,14,26
2018-07-11,463,02575,60,18,18
2018-07-12,1246,02066,60,20,20
2018-07-13,2262,02478,60,22,22
2018-07-19,182,01772,60,7,40
2018-07-19,319,01772,60,27,24
2018-07-19,276,02142,60,22,30
2018-07-19,2014,02467,60,18,40
2018-07-20,1291,02492,60,16,30
2018-07-24,1157,01824,60,22,20
2018-07-24,1473,01930,60,18,18
2018-07-24,1768,01930,60,12,30
2018-07-25,125,02465,60,18,25
2018-07-25,141,02115,60,10,36
2018-07-25,290,02465,60,18,18
2018-07-26,1864,01982,60,18,20
2018-07-26,2249,01915,60,14,38
2018-07-31,207,02138,60,18,20
2018-07-31,211,02138,60,12,30
2018-07-31,1997,01702,60,12,34
2018-08-02,121,02474,60,22,20
2018-08-02,2262,02478,60,14,16
2018-08-02,27,02155,60,25,22
2018-08-08,83,02130,60,8,18
2018-08-08,1882,02048,60,16,24
2018-08-11,811,02657,60,22,28
2018-08-13,352,02360,60,20,20
2018-08-14,1123,02638,60,30,23
2018-08-14,989,02650,60,20,26
2018-08-14,1995,02650,60,22,26
2018-08-14,2027,02633,60,10,28
2018-08-14,2029,02633,60,18,25
2018-08-14,2070,02633,60,14,20
2018-08-15,707,02368,60,26,16
2018-08-15,1746,02170,60,16,16
2018-08-15,119,02540,60,14,22
2018-08-17,42,02748,60,20,16
2018-08-17,436,02748,60,15,15
2018-08-21,33,02118,60,22,23
2018-08-21,1992,02130,60,20,24
2018-08-22,192,02118,60,14,16
2018-08-22,1961,02163,60,16,24
2018-08-30,1157,01824,60,20,20
2018-08-30,458,01742,60,18,24
2018-08-30,1492,01730,60,20,28
2018-08-30,1565,01742,60,21,15
2018-08-30,1755,01742,60,17,30
2018-08-30,1862,01742,60,20,28
2018-08-31,1401,01969,60,20,24
2018-08-31,2176,01523,60,16,14
2018-09-04,418,01810,60,14,22
2018-09-04,1107,01830,60,12,12
2018-09-04,2281,01845,60,20,20
2018-09-04,1768,01930,60,16,23
2018-09-05,30,02116,60,18,30
2018-09-05,484,02451,60,16,20
2018-09-05,1866,01773,60,18,20
2018-09-06,1005,02474,60,20,28
2018-09-06,2262,02478,60,14,25
2018-09-06,2201,02138,60,20,20
2018-09-07,2249,01915,60,18,22
2018-09-07,391,01545,60,16,22
2018-09-07,1997,01702,60,14,30
2018-09-07,27,02155,60,20,20
2018-09-07,94,02144,60,16,22
2018-09-07,185,02144,60,12,16
2018-09-07,2288,02140,60,15,16
2018-09-10,105,01770,60,24,28
2018-09-10,996,02459,60,20,20
2018-09-10,1190,02461,60,20,20
2018-09-10,1320,02461,60,20,20
2018-09-11,1291,02492,60,18,15
2018-09-11,1437,02492,60,20,20
2018-09-11,1572,02492,60,20,25
2018-09-11,83,02130,60,20,20
2018-09-11,2014,02467,60,20,30
2018-09-12,1089,02763,60,16,24
2018-09-14,1435,02468,60,18,30
2018-09-14,2032,02493,60,16,18
2018-09-14,2368,02493,60,16,14
2018-09-17,87,02657,60,14,20
2018-09-17,169,02657,60,14,20
2018-09-17,586,02657,60,15,20
2018-09-17,811,02657,60,16,25
2018-09-17,1485,02657,60,16,25
2018-09-19,119,02540,60,16,20
2018-09-19,536,02673,60,16,14
2018-09-19,410,02357,60,18,32
2018-09-19,1882,02048,60,16,30
2018-09-19,1996,02130,60,16,30
2018-09-20,1746,02170,60,20,20
2018-09-20,2177,02171,60,20,20
2018-09-20,2253,02351,60,20,18
2018-09-20,1123,02638,60,16,25
2018-09-27,989,02650,60,14,26
2018-09-27,2027,02633,60,12,30
2018-09-27,2029,02633,60,16,26
2018-09-27,2070,02633,60,16,24
2018-10-01,500,02199,60,10,28
2018-10-02,281,02210,60,18,24
2018-10-10,1961,02163,60,18,22
2018-10-12,418,01810,60,18,20
2018-10-31,1746,02170,60,18,26
2019-04-12,1762,01908,60,30,20
2019-04-13,2346,02030,60,32,20
2019-06-04,1721,02155,60,18,16
2019-06-06,410,02357,60,14,20
2019-06-11,2032,02493,60,1,30
2019-06-14,2464,01921,60,10,24
2019-06-25,688,01772,60,,
2019-07-18,349,02474,60,20,20
2019-07-18,1005,02474,60,20,20
2019-07-18,2367,02476,60,20,20
2019-08-02,1418,02543,60,30,30
2019-08-07,628,02445,60,20,30
2019-08-08,421,01773,60,22,24
2019-08-08,615,02451,60,17,20
2019-08-09,169,02657,60,20,29
2019-08-09,1193,02459,60,15,32
2019-08-13,1762,01908,60,18,30
2019-08-14,1036,02451,60,16,38
2019-08-16,2364,02467,60,26,32
2019-08-22,314,02025,60,19,20
2019-08-26,310,02458,60,10,18
2019-08-26,996,02459,60,21,16
2019-08-26,1252,02135,60,20,40
2019-08-26,1748,02459,60,24,30
2019-08-26,2361,02459,60,20,26
2019-08-27,1997,01702,60,14,25
2019-08-27,2274,01590,60,12,36
2019-08-27,2404,01545,60,5,36
2019-08-27,2284,01773,60,20,26
2019-08-28,216,02155,60,20,18
2019-08-28,217,02155,60,28,20
2019-08-28,1739,02148,60,36,22
2019-08-28,1956,01890,60,18,12
2019-08-28,2259,02155,60,30,24
2019-09-02,1198,02766,60,20,22
2019-09-05,372,02575,60,17,30
2019-09-05,1321,02461,60,30,29
2019-09-06,373,02535,60,14,24
2019-09-06,374,02535,60,10,25
2019-09-06,2712,02535,60,14,26
2019-09-06,2713,02535,60,12,28
2019-09-09,2258,01721,60,24,18
2019-09-09,2267,01748,60,24,20
2019-09-09,2537,01748,60,18,22
2019-09-13,680,02445,60,20,18
2019-09-17,2423,02186,60,24,30
2019-09-18,2269,01867,60,30,10
2019-09-26,672,02169,60,14,30
2019-09-29,87,02657,60,22,21
2019-09-29,169,02657,60,19,30
2019-09-29,1485,02657,60,17,28
2019-09-30,586,02657,60,18,26
2019-09-30,500,02199,60,16,30
2019-10-01,2286,02420,60,20,18
2019-10-24,2404,01545,60,0,34
2017-08-30,454,02176,59,13,26
2018-08-07,1996,02130,59,23,35
2014-06-11,185,02144,58,14,16
2014-07-14,219,02144,58,24,30
2014-07-17,320,02072,58,20,15
2014-07-24,126,02540,58,12,18
2014-08-11,43,02657,58,10,10
2014-08-11,87,02657,58,10,18
2014-08-11,36,,58,10,12
2014-08-11,488,02642,58,14,10
2014-08-25,195,02052,58,20,38
2014-09-18,213,02138,58,24,34
2014-10-27,94,02144,58,,30
2015-06-26,338,02140,58,28,30
2015-07-15,207,02138,58,26,24
2015-07-27,364,02332,58,24,26
2015-08-08,129,02657,58,16,45
2015-08-24,572,02030,58,28,30
2015-08-25,553,02141,58,16,26
2015-09-11,679,02445,58,22,24
2015-09-11,360,02445,58,28,26
2015-09-18,356,02136,58,24,34
2015-10-05,319,01772,58,10,26
2015-10-06,353,01810,58,12,35
2015-10-14,759,02539,58,10,30
2016-05-18,112,02152,58,23,8
2016-06-06,401,02339,58,28,25
2016-06-20,620,02186,58,30,12
2016-06-28,597,02138,58,18,14
2016-07-01,217,02155,58,18,12
2016-07-01,1378,02138,58,22,25
2016-07-06,994,02493,58,20,10
2016-07-19,119,02540,58,15,15
2016-07-29,825,02142,58,30,20
2016-08-10,514,02138,58,13,10
2016-08-12,824,02122,58,16,14
2016-08-15,843,02375,58,15,30
2016-08-24,649,01742,58,15,29
2016-08-26,644,02468,58,20,20
2016-09-13,843,02375,58,12,18
2016-10-06,828,02142,58,12,24
2016-10-06,1082,02109,58,14,22
2016-10-11,433,01775,58,8,26
2016-10-24,989,02650,58,1,18
2017-07-31,1920,02155,58,30,30
2017-09-22,1721,02155,58,12,21
2017-09-22,514,02138,58,15,29
2017-09-22,1710,02126,58,24,26
2017-09-27,790,01940,58,20,34
2017-09-28,353,01810,58,18,25
2017-10-10,195,02052,58,8,31
2017-10-26,1150,02186,58,10,32
2018-06-28,111,02458,58,20,12
2018-06-28,113,02465,58,20,10
2018-07-07,1271,02467,58,22,22
2018-07-11,824,02122,58,25,20
2018-07-12,1710,02126,58,25,18
2018-07-12,1944,02045,58,20,20
2018-07-19,1041,01772,58,25,20
2018-07-24,1281,01742,58,18,28
2018-07-24,2001,01930,58,14,22
2018-07-31,484,02451,58,20,22
2018-07-31,2161,02451,58,25,30
2018-08-07,1291,02492,58,20,26
2018-08-07,680,02445,58,14,20
2018-08-09,358,02052,58,17,17
2018-08-13,1710,02126,58,22,24
2018-08-13,2326,02090,58,20,22
2018-08-14,471,02050,58,20,22
2018-08-15,824,02122,58,20,21
2018-08-16,363,02332,58,24,12
2018-08-21,141,02115,58,20,24
2018-08-21,455,02119,58,18,25
2018-08-21,500,02199,58,16,22
2018-08-23,1746,02170,58,20,18
2018-08-27,2347,01720,58,20,28
2018-08-30,125,02465,58,22,20
2018-08-30,290,02465,58,21,24
2018-08-30,315,02465,58,22,24
2018-08-30,2273,01742,58,16,20
2018-09-03,1993,01742,58,18,20
2018-09-04,1973,01742,58,22,24
2018-09-04,2323,01741,58,20,17
2018-09-06,323,02476,58,17,22
2018-09-06,622,02476,58,20,25
2018-09-07,2138,02493,58,22,24
2018-09-07,2361,02459,58,14,16
2018-09-10,358,02052,58,18,18
2018-09-10,644,02468,58,20,25
2018-09-11,845,02132,58,16,20
2018-09-12,2002,02467,58,18,25
2018-09-14,2209,02790,58,20,18
2018-09-19,373,02535,58,18,25
2018-09-19,1007,02535,58,18,30
2018-09-20,1710,02126,58,18,19
2018-09-20,2326,02090,58,18,20
2018-09-27,2419,02652,58,14,22
2019-05-21,1702,02139,58,30,14
2019-06-20,2674,01742,58,12,15
2019-08-13,1102,01945,58,16,25
2019-08-15,817,01915,58,14,28
2019-08-22,1944,02045,58,17,23
2019-08-22,2369,02025,58,20,26
2019-08-28,1721,02155,58,24,20
2019-09-02,2389,02780,58,24,24
2019-09-04,1093,02738,58,16,20
2019-09-04,1761,02738,58,20,18
2019-09-05,463,02575,58,15,28
2019-09-13,2246,02445,58,22,18
2019-09-23,1725,02124,58,24,14
2019-09-26,2732,02169,58,16,25
2019-10-15,1163,02130,58,8,30
2014-05-30,89,02152,57,26,10
2014-07-15,334,02138,57,32,22
2015-07-31,310,02458,57,26,26
2015-09-01,435,02451,57,26,31
2016-08-11,1006,02420,57,35,24
2018-06-28,308,02458,57,20,14
2018-07-11,707,02368,57,25,20
2018-07-11,1746,02170,57,24,24
2018-07-11,1751,02343,57,22,18
2018-07-12,2326,02090,57,24,21
2018-07-17,1193,02459,57,25,20
2018-07-17,1437,02492,57,23,19
2018-07-24,458,01742,57,20,19
2018-07-31,2138,02493,57,20,25
2018-08-07,1193,02459,57,20,23
2018-08-13,2252,02090,57,18,26
2018-08-21,1569,02130,57,22,23
2018-08-21,1724,02124,57,24,22
2018-09-06,1957,01890,57,20,22
2018-09-06,2259,02155,57,20,20
2018-09-06,508,02148,57,19,26
2018-09-11,688,01772,57,21,22
2018-09-11,2175,02067,57,16,20
2019-06-04,1147,01778,57,15,30
2019-07-29,1882,02048,57,,
2019-08-15,1864,01982,57,17,22
2019-08-22,2706,02066,57,18,24
