Date,HiveID,ZipCode,BeeCount,BroodCount,HoneyCount
2012-07-15,75,02666,60,,
2012-07-15,76,02666,76,,
2012-07-15,51,02537,13,12,1
2012-07-15,52,02537,15,8,1
2012-07-15,53,02537,12,9,2
2012-07-15,55,02537,18,8,1
2012-07-15,56,02537,40,12,4
2012-07-16,90,02067,32,23,7
2012-07-16,89,02152,16,9,5
2012-07-16,97,01945,10,8,1
2012-07-20,62,01879,30,20,10
2012-07-20,63,01879,70,20,30
2012-07-20,64,01879,30,5,10
2012-07-21,27,02155,20,10,10
2012-07-21,94,02144,40,25,20
2012-07-21,28,02139,40,20,15
2012-07-21,28,02139,40,20,20
2012-07-21,34,02140,20,18,20
2012-07-24,88,02461,32,22,1
2012-07-24,58,01778,24,14,5
2012-07-25,47,02116,60,28,32
2012-07-25,48,02116,43,27,10
2012-07-25,91,02540,60,36,29
2012-07-26,26,02657,30,14,4
2012-07-26,87,02657,52,22,6
2012-07-26,43,02657,47,24,17
2012-07-26,57,02657,10,10,1
2012-07-30,37,01966,30,19,6
2012-07-30,29,01984,18,8,5
2012-08-01,34,02140,40,18,6
2012-08-01,46,02138,34,8,7
2012-08-01,65,02115,60,15,32
2012-08-01,30,02116,60,16,32
2012-08-02,35,02186,70,38,39
2012-08-03,45,02144,40,24,18
2012-08-04,66,02130,60,30,2
2012-08-04,37,01966,30,19,6
2012-08-04,68,01929,20,16,3
2012-08-04,38,02052,3,1,5
2012-08-04,38,02052,40,16,2
2012-08-04,98,02633,10,10,2
2012-08-06,43,02657,27,,17
2012-08-06,39,02420,45,30,7
2012-08-06,40,02420,45,10,8
2012-08-07,26,02657,46,24,6
2012-08-07,69,02657,50,22,20
2012-08-07,41,02748,40,4,30
2012-08-07,42,02748,40,17,15
2012-08-08,83,02130,50,7,4
2012-08-10,48,02116,60,,
2012-08-14,39,02420,60,16,9
2012-08-14,40,02420,60,,
2012-08-15,56,02537,60,16,10
2012-08-15,53,02537,24,14,2
2012-08-15,54,02537,48,26,5
2012-08-15,55,02537,40,16,2
2012-08-17,47,02116,60,20,10
2012-08-20,36,,60,,20
2012-08-20,96,02652,40,2,2
2012-08-20,92,02666,60,2,12
2012-08-20,98,02633,11,6,4
2012-08-22,104,02138,60,,20
2012-08-25,29,01984,40,8,9
2012-08-25,68,01929,10,8,2
2012-08-25,37,01966,36,18,22
2012-08-27,44,02476,40,20,16
2012-08-27,33,02118,45,3,20
2012-08-27,49,02116,14,3,4
2012-08-27,58,01778,20,13,1
2012-08-28,84,02445,60,14,20
2012-08-29,91,02540,60,46,6
2012-08-31,26,02657,55,6,8
2012-08-31,87,02657,60,,20
2012-08-31,36,,60,,20
2012-08-31,94,02144,40,14,9
2012-08-31,61,02138,10,5,5
2012-08-31,103,02138,10,8,5
2012-09-05,27,02155,40,5,6
2012-09-06,104,02138,60,10,20
2012-09-06,103,02138,16,5,4
2012-09-07,101,01581,40,11,8
2012-09-07,102,01581,34,14,9
2012-09-07,63,01879,60,20,20
2012-09-07,62,01879,60,15,2
2012-09-12,105,01770,10,8,6
2012-09-14,97,01945,6,4,1
2012-09-14,29,01984,20,10,2
2012-09-14,37,01966,40,20,30
2012-09-15,92,02666,60,18,28
2012-09-15,75,02666,40,12,6
2012-09-16,43,02657,60,7,9
2012-09-16,54,02537,32,14,5
2012-09-16,56,02537,40,13,15
2012-09-17,103,02138,9,4,4
2012-09-21,37,01966,40,12,20
2012-09-25,44,02476,40,,4
2012-10-09,39,02420,40,7,13
2012-10-09,40,02420,30,4,4
2012-10-12,41,02748,60,11,10
2012-10-12,42,02748,18,4,5
2012-10-12,35,02186,26,1,8
2012-10-18,37,01966,40,,4
2012-10-22,65,02115,15,3,16
2012-10-31,103,02138,18,,
2012-11-01,45,02144,36,3,7
2012-11-01,90,02067,40,4,8
2012-11-02,49,02116,16,3,2
2012-11-02,42,02748,32,,
2012-11-02,41,02748,32,,
2012-11-03,43,02657,40,2,16
2012-11-03,81,02666,40,2,22
2012-11-03,82,02666,40,1,22
2012-11-03,71,02666,40,,
2012-11-03,72,02666,40,,
2012-11-03,73,02666,80,,
2012-11-03,74,02666,40,,
2012-11-03,76,02666,40,,
2012-11-03,26,02657,36,2,24
2012-11-04,87,02657,50,,
2012-11-04,54,02537,20,,
2012-11-04,105,01770,10,3,5
2012-11-09,91,02540,20,1,8
2012-11-12,27,02155,40,4,30
2012-11-12,44,02476,40,6,18
2012-11-12,101,01581,30,5,20
2012-11-12,102,01581,20,1,9
2012-11-16,84,02445,40,1,9
2012-12-07,63,01879,8,1,5
2012-12-11,47,02116,,,4
2012-12-11,48,02116,,,10
2012-12-11,49,02116,,,7
2013-01-08,29,01984,7,1,1
2013-01-14,91,02540,7,,
2013-01-14,52,02537,9,,
2013-01-14,56,02537,5,,
2013-01-17,27,02155,2,,8
2013-01-17,103,02138,2,,4
2013-01-17,104,02138,4,,4
2013-01-26,64,01879,6,,
2013-02-11,87,02657,6,,
2013-02-11,26,02657,10,,
2013-02-11,43,02657,5,,10
2013-02-11,69,02657,8,,8
2013-02-11,36,,20,,6
2013-02-14,33,02118,6,,6
2013-02-22,52,02537,2,,
2013-03-27,36,,26,3,24
2013-03-27,69,02657,24,1,22
2013-03-27,73,02666,8,3,20
2013-03-27,74,02666,20,3,8
2013-03-27,80,02666,12,1,15
2013-03-27,82,02666,6,1,22
2013-03-28,133,02116,20,,4
2013-04-01,134,01450,7,3,1
2013-04-01,136,01450,12,3,1
2013-04-01,138,01450,13,2,1
2013-04-01,139,01450,12,1,1
2013-04-03,35,02186,16,2,3
2013-04-03,65,02115,13,1,3
2013-04-03,104,02138,30,2,4
2013-04-05,115,02052,10,2,1
2013-04-08,123,01949,11,,
2013-04-10,177,01890,10,1,1
2013-04-10,130,02116,12,1,1
2013-04-10,131,02116,12,2,1
2013-04-10,132,02116,12,2,1
2013-04-10,133,02116,12,2,1
2013-04-10,176,02138,18,3,2
2013-04-10,174,02124,20,2,2
2013-04-10,175,02124,20,2,2
2013-04-10,88,02461,12,1,2
2013-04-11,51,02537,14,3,2
2013-04-11,52,02537,10,3,2
2013-04-12,26,02657,10,3,2
2013-04-12,43,02657,12,1,1
2013-04-12,87,02657,10,2,2
2013-04-12,69,02657,26,,20
2013-04-12,127,02540,5,1,2
2013-04-12,128,02540,6,1,4
2013-04-12,119,02540,12,,
2013-04-12,41,02748,10,3,2
2013-04-12,42,02748,10,,
2013-04-12,120,02766,6,1,
2013-04-15,171,02445,8,3,1
2013-04-15,172,02445,8,3,1
2013-04-22,141,02115,14,6,6
2013-04-30,33,02118,16,,
2013-04-30,40,02420,12,4,8
2013-04-30,121,02474,12,4,10
2013-04-30,184,02472,20,6,4
2013-05-01,123,01949,16,8,8
2013-05-01,29,01984,16,6,5
2013-05-01,68,01929,14,7,5
2013-05-01,67,01930,10,4,5
2013-05-01,37,01966,9,4,6
2013-05-03,27,02155,10,5,9
2013-05-03,177,01890,8,5,6
2013-05-04,118,02472,20,2,8
2013-05-04,34,02140,28,4,18
2013-05-04,170,02140,16,3,6
2013-05-04,28,02139,20,2,5
2013-05-04,61,02138,32,4,8
2013-05-04,176,02138,20,3,3
2013-05-04,46,02138,5,1,3
2013-05-04,111,02458,20,6,8
2013-05-04,84,02445,,4,
2013-05-04,113,02465,10,4,5
2013-05-04,110,02067,12,4,6
2013-05-04,66,02130,,6,
2013-05-04,83,02130,,3,
2013-05-05,168,02445,,3,
2013-05-06,41,02748,16,1,5
2013-05-06,41,02748,16,1,5
2013-05-06,42,02748,20,2,3
2013-05-07,112,02152,20,6,8
2013-05-07,172,02445,,3,2
2013-05-07,171,02445,,4,3
2013-05-07,114,02445,,2,1
2013-05-07,115,02052,16,12,4
2013-05-07,45,02144,16,12,2
2013-05-07,38,02052,16,10,1
2013-05-07,90,02067,16,6,2
2013-05-07,120,02766,20,14,2
2013-05-07,51,02537,20,16,3
2013-05-07,52,02537,14,5,1
2013-05-07,35,02186,20,1,6
2013-05-07,55,02537,15,8,2
2013-05-07,56,02537,20,14,2
2013-05-07,195,02052,20,12,3
2013-05-08,87,02657,20,12,4
2013-05-08,69,02657,40,18,20
2013-05-08,36,,60,25,6
2013-05-08,57,02657,24,8,1
2013-05-08,82,02666,1,1,8
2013-05-08,80,02666,40,9,5
2013-05-08,73,02666,15,10,18
2013-05-08,74,02666,28,10,5
2013-05-08,71,02666,20,16,3
2013-05-08,127,02540,14,5,2
2013-05-08,128,02540,16,4,2
2013-05-13,125,02465,,6,4
2013-05-13,88,02461,,6,4
2013-05-13,58,01778,,6,4
2013-05-13,105,01770,,5,3
2013-05-14,133,02116,10,6,2
2013-05-14,131,02116,20,16,2
2013-05-14,132,02116,20,8,2
2013-05-14,175,02124,20,18,1
2013-05-14,174,02124,20,14,3
2013-05-15,117,02136,16,7,5
2013-05-15,124,02465,,5,4
2013-05-15,122,02445,,5,3
2013-05-17,51,02537,26,22,6
2013-05-17,52,02537,20,1,9
2013-05-17,55,02537,22,16,3
2013-05-17,56,02537,25,20,2
2013-05-17,143,02119,10,9,1
2013-05-17,144,02119,10,9,1
2013-05-17,64,01879,10,4,2
2013-05-20,182,01772,22,8,4
2013-05-22,190,01503,10,3,7
2013-05-22,191,01503,10,8,1
2013-05-23,178,02052,10,10,2
2013-05-23,179,02052,10,9,2
2013-05-23,196,01770,10,10,1
2013-05-23,197,01770,10,8,1
2013-05-23,198,01770,10,8,1
2013-05-23,199,01770,10,7,2
2013-05-23,200,01770,10,6,2
2013-05-23,201,01770,10,8,2
2013-05-24,134,01450,16,14,2
2013-05-24,135,01450,17,10,3
2013-05-24,136,01450,8,3,1
2013-05-24,137,01450,16,7,2
2013-05-24,138,01450,13,6,2
2013-05-24,139,01450,17,15,3
2013-05-24,185,02144,10,8,10
2013-05-25,185,02144,12,10,4
2013-05-28,92,02666,20,9,5
2013-05-28,64,01879,5,5,5
2013-06-04,35,02186,40,24,38
2013-06-04,51,02537,35,18,36
2013-06-04,52,02537,36,12,22
2013-06-04,55,02537,30,13,12
2013-06-04,56,02537,34,32,28
2013-06-04,218,02667,20,7,7
2013-06-04,129,02657,20,8,12
2013-06-04,36,,48,26,28
2013-06-04,57,02657,24,6,10
2013-06-05,26,02657,24,9,10
2013-06-05,43,02657,32,17,7
2013-06-05,87,02657,32,16,12
2013-06-05,69,02657,60,35,38
2013-06-05,98,02633,20,7,16
2013-06-05,126,02540,6,1,3
2013-06-05,128,02540,12,5,6
2013-06-05,127,02540,28,9,8
2013-06-09,48,02116,18,10,14
2013-06-09,49,02116,20,8,14
2013-06-12,41,02748,14,8,6
2013-06-13,120,02766,36,28,25
2013-06-13,184,02472,18,2,8
2013-06-14,34,02140,18,7,10
2013-06-14,170,02140,16,5,10
2013-06-14,185,02144,14,5,4
2013-06-14,46,02138,40,12,20
2013-06-14,61,02138,18,7,12
2013-06-16,111,02458,24,12,3
2013-06-16,110,02067,24,12,3
2013-06-16,113,02465,16,7,2
2013-06-16,111,02458,16,12,2
2013-06-19,112,02152,36,22,16
2013-06-19,123,01949,26,28,14
2013-06-19,29,01984,35,24,12
2013-06-19,67,01930,19,7,7
2013-06-19,37,01966,32,25,20
2013-06-20,48,02116,20,8,8
2013-06-21,195,02052,30,8,4
2013-06-21,178,02052,,6,
2013-06-21,206,02138,16,8,2
2013-06-21,205,02138,16,14,14
2013-06-21,48,02116,25,4,18
2013-06-21,181,01772,26,6,7
2013-06-21,207,02138,16,12,12
2013-06-21,208,02138,12,5,1
2013-06-21,209,02138,16,10,8
2013-06-21,210,02138,8,7,2
2013-06-21,211,02138,12,8,6
2013-06-21,212,02138,16,16,16
2013-06-21,213,02138,16,12,6
2013-06-21,214,02138,11,6,4
2013-06-21,115,02052,36,18,10
2013-06-21,179,02052,30,12,5
2013-06-22,182,01772,27,2,12
2013-06-22,219,02144,15,10,12
2013-06-22,176,02138,40,24,30
2013-06-22,190,01503,20,3,1
2013-06-22,191,01503,20,9,1
2013-06-22,135,01450,6,,
2013-06-22,134,01450,40,7.5,3
2013-06-22,137,01450,6,2,2
2013-06-22,138,01450,16,4,4
2013-06-22,139,01450,14,1,3
2013-06-22,236,,,6,2
2013-06-23,130,02116,40,10,18
2013-06-23,131,02116,34,6,10
2013-06-23,133,02116,34,4,8
2013-06-23,132,02116,29,7,10
2013-06-24,117,02136,26,4,16
2013-06-24,188,02118,40,12,10
2013-06-24,66,02130,26,6,26
2013-06-24,83,02130,38,2,23
2013-06-24,171,02445,22,8,14
2013-06-24,114,02445,,18,16
2013-06-24,114,02445,40,18,18
2013-06-24,168,02445,40,26,26
2013-06-24,122,02445,,14,
2013-06-24,124,02465,50,18,8
2013-06-24,125,02465,60,26,10
2013-06-24,84,02445,20,6,10
2013-06-24,181,01772,22,19,6
2013-06-24,175,02124,40,18,4
2013-06-26,105,01770,56,19,23
2013-06-26,120,02766,25,9,6
2013-06-26,194,02359,16,14,3
2013-06-26,58,01778,40,1,24
2013-06-26,58,01778,40,2,24
2013-06-26,230,02043,20,16,4
2013-06-26,27,02155,20,13,4
2013-06-26,216,02155,16,14,15
2013-06-26,217,02155,16,8,5
2013-06-27,33,02118,20,12,8
2013-06-27,41,02748,20,2,2
2013-06-27,128,02540,15,4,3
2013-06-27,88,02461,20,8,12
2013-06-27,201,01770,15,5,7
2013-06-27,128,02540,22,14,3
2013-06-27,116,02633,8,7,1
2013-06-27,98,02633,40,6,4
2013-06-28,35,02186,48,24,24
2013-06-28,226,02118,16,6,16
2013-06-28,229,02118,14,6,14
2013-06-28,84,02445,12,6,6
2013-06-28,192,02118,16,4,12
2013-06-28,193,02118,16,5,16
2013-06-28,197,01770,18,7,3
2013-06-28,189,01773,14,9,6
2013-06-28,222,01742,16,10,4
2013-06-28,223,01742,16,5,1
2013-06-28,221,02420,14,14,5
2013-06-28,198,01770,20,11,6
2013-06-28,199,01770,18,7,2
2013-06-28,38,02052,40,16,20
2013-06-28,45,02144,,16,20
2013-06-30,121,02474,22,1,18
2013-07-03,42,02748,2,1,2
2013-07-05,231,02145,16,12,16
2013-07-07,111,02458,20,6,2
2013-07-07,122,02445,24,2,16
2013-07-07,83,02130,48,20,20
2013-07-07,118,02472,50,8,10
2013-07-08,233,02125,16,7,4
2013-07-08,232,02125,10,4,3
2013-07-10,242,02119,16,5,2
2013-07-10,145,02119,60,10,15
2013-07-12,145,02119,55,5,50
2013-07-12,49,02116,8,6,2
2013-07-12,89,02152,8,5,3
2013-07-12,68,01929,8,3,5
2013-07-12,243,02119,9,4,2
2013-07-12,141,02115,9,4,2
2013-07-12,94,02144,10,5,5
2013-07-13,172,02445,6,2,1
2013-07-13,129,02657,20,14,4
2013-07-13,72,02666,24,8,4
2013-07-13,73,02666,60,10,7
2013-07-13,74,02666,40,12,5
2013-07-14,237,02458,10,5,1
2013-07-14,240,01770,10,5,1
2013-07-14,90,02067,10,5,1
2013-07-14,36,,60,25,6
2013-07-14,43,02657,50,7,15
2013-07-14,116,02633,35,5,4
2013-07-14,98,02633,30,4,
2013-07-15,63,01879,3,2,2
2013-07-15,64,01879,20,10,8
2013-07-15,136,01450,4,12,12
2013-07-15,137,01450,20,10,3
2013-07-15,138,01450,30,14,4
2013-07-15,139,01450,25,12,8
2013-07-15,236,,20,6,5
2013-07-15,190,01503,30,10,12
2013-07-15,191,01503,40,4,12
2013-07-15,196,01770,9,6,6
2013-07-15,197,01770,18,3,6
2013-07-15,239,02116,10,6,2
2013-07-15,239,02116,14,14,3
2013-07-15,198,01770,13,0.5,5.5
2013-07-15,200,01770,8,6.75,6.5
2013-07-15,201,01770,10,4,7.5
2013-07-17,178,02052,10.5,6.5,9.25
2013-07-17,179,02052,8,8,9
2013-07-17,195,02052,25,11,16.5
2013-07-17,89,02152,20,5,3
2013-07-17,186,02118,17,7,9
2013-07-17,182,01772,17,6,16
2013-07-17,112,02152,45,11,14
2013-07-17,123,01949,45,4,11
2013-07-17,29,01984,45,15,8
2013-07-17,67,01930,23,3,1
2013-07-17,245,01930,20,5,3
2013-07-17,37,01966,40,14,4
2013-07-18,47,02116,8,5,1
2013-07-18,184,02472,54,40,10
2013-07-18,49,02116,9,8,4
2013-07-18,104,02138,55,5,10
2013-07-18,176,02138,20,4,8
2013-07-18,215,02138,40,13,10
2013-07-18,214,02138,11,10,2
2013-07-18,211,02138,20,19,4
2013-07-18,210,02138,15,8,1
2013-07-18,206,02138,34,18,10
2013-07-18,205,02138,32,12,5
2013-07-18,204,02138,10,6,1
2013-07-18,207,02138,35,12,10
2013-07-18,208,02138,18,16,3
2013-07-18,209,02138,32,10,18
2013-07-18,34,02140,40,20,10
2013-07-18,185,02144,25,13,8
2013-07-18,170,02140,34,16,14
2013-07-18,61,02138,56,26,26
2013-07-19,90,02067,6.5,6.25,4.5
2013-07-19,38,02052,51,15.25,20
2013-07-19,38,02052,42.5,11,19.5
2013-07-21,57,02657,10,6,2
2013-07-21,241,02642,10,6,4
2013-07-21,218,02667,20,20,4
2013-07-21,51,02537,40,14,7
2013-07-21,52,02537,30,6,8
2013-07-21,127,02540,50,20,2
2013-07-22,94,02144,9,6,2
2013-07-22,219,02144,24,13,8
2013-07-23,58,01778,40,11,5
2013-07-24,30,02116,6,2,2
2013-07-24,246,02114,10,4,4
2013-07-25,235,02492,10,6,4
2013-07-25,122,02445,10,5,5
2013-07-25,68,01929,13,8,8
2013-07-25,171,02445,5,2,2
2013-07-25,172,02445,10,3,6
2013-07-25,114,02445,40,,20
2013-07-25,192,02118,12,5,2
2013-07-25,130,02116,36,7,9
2013-07-25,131,02116,32,6,12
2013-07-25,132,02116,10,1,4
2013-07-25,124,02465,22,11,14
2013-07-25,83,02130,44,14,20
2013-07-25,125,02465,50,10,20
2013-07-25,117,02136,28,12,12
2013-07-25,193,02118,14,8,8
2013-07-25,133,02116,50,8,12
2013-07-27,175,02124,45,15,20
2013-07-27,174,02124,40,10,10
2013-07-28,188,02118,36,15,6
2013-07-28,177,01890,40,14,4
2013-07-28,238,02116,9,5,3
2013-07-28,239,02116,9,4,4
2013-07-30,242,02119,18,13,3
2013-07-30,243,02119,15,6,1
2013-07-30,244,02119,20,8,2
2013-07-31,194,02359,29,22,3
2013-07-31,35,02186,28,10,9
2013-07-31,230,02043,14,5,6
2013-07-31,115,02052,45,2,4
2013-07-31,196,01770,18,1,4
2013-07-31,197,01770,20,1,2
2013-07-31,199,01770,22,10,4
2013-07-31,198,01770,20,12,3
2013-07-31,201,01770,35,4,6
2013-07-31,200,01770,10,8,5
2013-07-31,202,01770,16,8,4
2013-07-31,203,01770,18,3,6
2013-07-31,88,02461,20,6,2
2013-07-31,110,02067,12,6,1
2013-07-31,111,02458,20,8,2
2013-08-01,120,02766,45,12,2
2013-08-02,189,01773,18,6,1
2013-08-02,220,01778,20,6,2
2013-08-02,105,01770,56,14,10
2013-08-02,237,02458,22,7,2
2013-08-02,118,02472,50,10,5
2013-08-04,121,02474,30,10,3
2013-08-04,27,02155,30,12,5
2013-08-04,33,02118,40,14,4
2013-08-05,38,02052,60,12,5
2013-08-05,195,02052,50,6,4
2013-08-05,45,02144,60,8,3
2013-08-05,179,02052,16,10,8
2013-08-05,178,02052,16,8,8
2013-08-05,90,02067,20,9,3
2013-08-06,66,02130,35,8,15
2013-08-06,168,02445,33,20,15
2013-08-07,176,02138,45,4,6
2013-08-07,104,02138,60,3,6
2013-08-07,61,02138,60,6,12
2013-08-07,28,02139,60,4,8
2013-08-07,231,02145,30,12,6
2013-08-07,231,02145,30,12,6
2013-08-07,247,02119,7,3,3.5
2013-08-07,248,02119,7,3.5,1
2013-08-07,249,02119,12.5,5,1
2013-08-07,250,02119,11,4,0.5
2013-08-07,252,02119,10,4,5
2013-08-07,255,,9,5.5,3
2013-08-07,256,,11,5,2
2013-08-10,87,02657,40,5,4
2013-08-10,69,02657,60,5,8
2013-08-11,232,02125,7,5,1
2013-08-11,233,02125,36,12,1
2013-08-11,218,02667,16,7,1
2013-08-11,62,01879,10,6,3
2013-08-11,63,01879,8,4,4
2013-08-11,64,01879,30,24,6
2013-08-11,190,01503,30,15,6
2013-08-11,191,01503,36,17,8
2013-08-11,236,,28,8,3
2013-08-11,138,01450,22,12,2
2013-08-11,139,01450,15,5,1
2013-08-11,135,01450,5,1,1
2013-08-11,137,01450,30,10,2
2013-08-12,253,02119,9,5.5,3
2013-08-12,254,02119,11,5,2
2013-08-12,251,02119,10,7,3.5
2013-08-12,112,02152,40,7,6
2013-08-12,123,01949,38,10,6
2013-08-12,29,01984,30,10,9
2013-08-12,68,01929,20,8,1
2013-08-12,127,02540,32.5,16.5,0.5
2013-08-12,119,02540,6,1,2
2013-08-12,37,01966,40,7,2
2013-08-12,113,02465,14,7,2
2013-08-12,51,02537,20.5,8,5.5
2013-08-12,217,02155,18,7,2
2013-08-12,216,02155,38,10,1
2013-08-14,184,02472,40,12,5
2013-08-14,46,02138,60,10,16
2013-08-14,34,02140,60,8,5
2013-08-14,170,02140,50,12,5
2013-08-14,185,02144,40,8,5
2013-08-14,57,02657,18,10,1
2013-08-14,26,02657,20,5,2
2013-08-14,41,02748,13,4,1
2013-08-14,42,02748,12,4,2
2013-08-14,36,,60,20,10
2013-08-14,129,02657,40,5,10
2013-08-15,241,02642,17,5,3
2013-08-15,40,02420,12,4,1
2013-08-15,247,02119,10,5,6
2013-08-15,248,02119,9,4,2
2013-08-15,249,02119,18,4,1.5
2013-08-15,43,02657,60,18,8
2013-08-16,215,02138,40,20,3
2013-08-16,213,02138,30,18,3
2013-08-16,212,02138,38,12,8
2013-08-16,186,02118,40,12,11
2013-08-16,192,02118,18,8,1
2013-08-16,193,02118,32,11,9
2013-08-16,209,02138,46,11,4.5
2013-08-16,206,02138,28,11,6
2013-08-16,211,02138,31,10,1
2013-08-16,205,02138,38,11,1
2013-08-16,208,02138,40,9,1
2013-08-19,230,02043,18,7.5,1
2013-08-19,35,02186,21,5.5,2.5
2013-08-20,253,02119,12,6,4
2013-08-20,254,02119,5,4,2.5
2013-08-20,251,02119,12,7,3.5
2013-08-21,30,02116,18,11,1
2013-08-21,134,01450,35,2,6
2013-08-21,135,01450,12,6,2
2013-08-21,137,01450,36,5,1
2013-08-21,138,01450,40,11,2
2013-08-21,139,01450,44,7,2
2013-08-21,236,,46,17,3
2013-08-21,238,02116,24,10,1
2013-08-21,58,01778,50,20,5
2013-08-21,116,02633,27,12,4
2013-08-22,133,02116,40,15,12
2013-08-22,131,02116,25,10,3
2013-08-22,130,02116,52,25,20
2013-08-22,219,02144,35,11,3
2013-08-23,49,02116,20,6,4
2013-08-23,48,02116,1,6,12
2013-08-23,226,02118,40,10,10
2013-08-23,227,02118,40,10,4
2013-08-23,228,02118,40,8,2
2013-08-23,229,02118,40,8,2
2013-08-25,124,02465,30,10,6
2013-08-25,125,02465,50,10,13
2013-08-25,118,02472,45,15,8
2013-08-26,232,02125,10,6,12
2013-08-27,258,02119,12,5,1
2013-08-27,259,02119,10,8,0.5
2013-08-27,117,02136,18,16,1
2013-08-27,66,02130,45,20,10
2013-08-27,194,02359,18,10,2
2013-08-27,120,02766,20,10,2
2013-08-27,174,02124,16,12,4
2013-08-27,83,02130,45,30,15
2013-08-27,175,02124,18,10,7
2013-08-27,114,02445,60,40,20
2013-08-27,188,02118,60,7,5
2013-08-27,119,02540,10,5,1
2013-08-28,201,01770,20,10,11
2013-08-28,200,01770,40,7,1
2013-08-28,203,01770,28,10,3
2013-08-28,202,01770,30,8,2
2013-08-28,198,01770,35,10,1
2013-08-28,199,01770,40,12,1
2013-08-28,197,01770,20,5,1
2013-08-30,27,02155,45,9,4
2013-08-30,181,01772,2,2,2
2013-08-30,182,01772,60,18,4
2013-08-30,121,02474,24,10,2
2013-08-30,40,02420,12,5,12
2013-08-30,189,01773,18,7,1
2013-08-30,105,01770,40,18,6
2013-08-30,115,02052,40,8,3
2013-09-01,134,01450,16,4,2
2013-09-01,136,01450,30,8,1
2013-09-01,62,01879,30,6,1
2013-09-02,133,02116,60,,8
2013-09-04,231,02145,30,10,5
2013-09-04,94,02144,18,8,1
2013-09-04,176,02138,40,10,6
2013-09-04,61,02138,40,8,12
2013-09-04,177,01890,47,13,13
2013-09-04,28,02139,60,2,8
2013-09-04,220,01778,13,6,1
2013-09-04,168,02445,44,32,12
2013-09-04,41,02748,7,1,1
2013-09-04,42,02748,22,12,2
2013-09-05,104,02138,60,7,7
2013-09-05,186,02118,36,18,15
2013-09-05,187,02118,32,10,10
2013-09-05,33,02118,38,14,12
